Date,Month,Day_of_Year,Soil_Type,Soil_Texture,Soil_Structure,Soil_Depth_cm,Sand_%,Clay_%,Bulk_Density_g_cm3,Soil_Compaction_kPa,pH,Organic_Matter_%,Nitrogen_%,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Content_%,Irrigation_Applied_mm,precipitation_mm,avg_temp_C,solarradiation_W/m2,cloudcover%,Heat_Stress_Days (HSD),Frost_Days (FD),Temp_Shock (TS),Tuber_Yield_Potential_kg_ha,Yield (Production-Hector M. Ton)
2019-01-09,1,9,Silt Loam,Clayey,Platy,2.466.038,5.854.965.347,1.606.197.242,1.347.242.385,122.325.744,6.631.106.038,2.335.173.978,0.176043052,2.141.076.691,1.415.654.815,214.524.635,1.375.853.682,0.0,19.6,187.6,0.0,0,0,0,419.337.586,1184989
2019-01-10,1,10,Silt Loam,Loamy,Granular,2.466.038,5.449.558.629,1.996.464.428,1.402.797.815,1.314.271.855,6.407.251.657,2.494.647.404,0.333834418,2.253.028.118,1.017.626.608,1.473.770.029,1.835.550.248,0.0,19.2,190.6,0.0,0,0,0,4.708.256.235,1184989
2019-01-11,1,11,Silt Loam,Silty,Massive,2.466.038,6.788.472.592,2.156.852.399,1.518.935.011,2.350.662.991,7.263.484.751,5.675.282.965,0.361262551,3.394.494.048,1.082.151.832,2.957.025.066,1.978.982.725,0.0,19.2,193.2,0.0,0,0,0,2.367.420.286,1184989
2019-01-12,1,12,Loamy,Silty,Granular,2.466.038,5.194.590.819,1.925.964.212,1.277.530.585,2.109.601.861,6.713.400.567,5.961.434.502,0.10891472,2.217.398.481,1.516.671.982,1.026.162.072,5.684.513.846,0.0,19.7,191.5,2.3,0,0,0,4.560.665.221,1184989
2019-01-13,1,13,Silt Loam,Clayey,Massive,2.466.038,5.483.124.898,2.340.139.104,1.437.715.364,2.774.784.147,6.046.462.438,5.935.853.368,0.339798049,2.529.408.617,1.826.568.829,1.949.775.667,5.533.447.758,0.0,20.4,193.9,5.8,0,0,0,213.175.376,1184989
2019-01-14,1,14,Loamy,Clayey,Blocky,2.466.038,6.798.122.301,2.295.062.507,1.242.543.811,264.871.676,644.549.011,2.835.535.976,0.2243531,3.842.956.373,2.195.419.712,137.505.464,7.857.112.087,0.0,20.3,193.0,1.0,0,0,0,3.911.571.231,1184989
2019-01-15,1,15,Sandy Loam,Loamy,Granular,2.466.038,6.404.358.592,1.913.085.729,1.382.730.884,1.956.953.366,5.318.036.211,1.733.638.721,0.25278462,334.991.712,2.205.815.891,1.154.879.765,9.231.786.939,0.0,19.8,196.9,0.0,0,0,0,2.467.141.235,1184989
2019-01-16,1,16,Loamy,Silty,Granular,2.466.038,6.930.469.565,1.552.387.616,1.209.172.279,1.775.790.465,5.405.375.301,4.155.102.783,0.109520114,1.820.166.823,1.089.110.154,2.469.267.676,0.985367956,0.0,19.3,197.6,0.0,0,0,0,2.524.564.281,1184989
2019-01-17,1,17,Sandy Loam,Clayey,Platy,2.466.038,5.180.913.176,1.612.151.326,1.532.681.101,1.437.214.412,5.559.592.366,5.463.177.679,0.128056041,2.655.292.537,2.457.116.228,221.271.971,1.502.042.832,0.0,20.0,196.7,0.0,0,0,0,4.439.867.506,1184989
2019-01-18,1,18,Loamy,Clayey,Granular,2.466.038,641.195.222,2.091.540.049,1.335.157.954,1.783.193.262,6.207.725.235,4.756.045.686,0.19021125,2.093.888.073,2.133.873.717,1.486.940.581,1.334.327.634,0.0,20.1,191.2,2.1,0,0,0,4.447.887.861,1184989
2019-01-19,1,19,Silt Loam,Sandy,Blocky,2.466.038,5.127.879.764,1.840.438.083,1.272.447.073,1.463.557.811,5.667.060.277,3.939.538.236,0.2687745,3.136.411.714,2.479.955.947,1.654.655.117,1.879.001.648,0.0,19.6,192.1,17.2,0,0,0,2.403.545.807,1184989
2019-01-20,1,20,Loamy,Sandy,Massive,2.466.038,5.699.078.504,2.256.779.189,156.274.012,2.587.425.431,5.251.360.971,2.688.213.507,0.360273431,4.346.648.937,1.123.053.762,2.273.810.443,7.863.858.211,0.0,20.7,197.1,0.0,0,0,0,3.746.982.653,1184989
2019-01-21,1,21,Silt Loam,Silty,Platy,2.466.038,6.021.753.278,1.502.369.212,1.426.865.725,202.701.853,6.296.271.115,1.549.522.096,0.35955925,2.997.200.199,113.109.779,1.102.345.783,3.494.537.708,0.0,20.4,199.3,0.0,0,0,0,3.391.212.674,1184989
2019-01-22,1,22,Silt Loam,Loamy,Massive,2.466.038,6.691.092.506,2.325.462.734,1.519.054.007,1.980.269.614,6.744.574.428,4.451.717.268,0.387397347,4.004.454.186,1.755.117.361,2.728.740.651,8.671.787.011,0.0,21.0,202.3,2.4,0,0,0,4.623.147.496,1184989
2019-01-23,1,23,Sandy Loam,Loamy,Massive,2.466.038,6.551.951.485,2.132.634.628,1.473.616.376,1.471.718.119,5.241.097.706,4.700.750.146,0.102148385,3.538.236.876,1.600.770.511,2.416.719.251,1.295.013.924,0.0,21.5,202.8,2.3,0,0,0,4.792.659.486,1184989
2019-01-24,1,24,Silt Loam,Loamy,Blocky,2.466.038,690.689.298,1.506.692.784,1.507.343.563,1.413.127.467,6.822.382.049,2.456.083.202,0.22381664,2.882.651.452,2.444.423.134,1.249.148.464,1.590.780.627,0.0,21.8,200.9,0.0,0,0,0,4.114.696.401,1184989
2019-01-25,1,25,Silt Loam,Sandy,Platy,2.466.038,5.400.784.058,2.018.619.689,1.260.439.155,1.918.662.959,5.059.170.419,4.973.708.128,0.396778541,4.242.611.912,1.454.989.384,2.681.216.329,1.171.352.693,0.0,22.7,199.2,0.0,0,0,0,3.905.549.328,1184989
2019-01-26,1,26,Silt Loam,Sandy,Massive,2.466.038,6.130.864.495,1.980.019.256,1.559.475.533,254.557.598,6.747.351.559,3.298.326.252,0.2613154,4.418.392.768,1.530.138.081,1.851.486.595,9.221.903.072,0.0,22.3,195.6,15.1,0,0,0,2.240.961.283,1184989
2019-01-27,1,27,Sandy Loam,Silty,Blocky,2.466.038,5.575.896.424,1.533.133.273,1.363.390.671,267.722.716,7.382.713.137,5.507.957.617,0.192552183,43.407.147,1.022.864.173,222.548.277,1.994.724.244,0.0,23.3,160.1,42.7,0,0,0,3.726.302.551,1184989
2019-01-28,1,28,Loamy,Clayey,Platy,2.466.038,6.756.565.328,228.749.471,1.400.383.402,2.614.220.893,6.141.917.152,4.905.859.382,0.345161561,4.135.556.172,2.370.178.538,2.702.234.195,1.858.377.156,0.0,22.6,140.2,55.1,0,0,0,2.398.464.062,1184989
2019-01-29,1,29,Silt Loam,Sandy,Granular,2.466.038,6.133.340.749,2.396.476.004,132.355.132,1.902.113.056,5.164.726.893,1.936.604.751,0.246615291,3.721.440.702,211.312.381,217.121.664,2.742.075.131,0.0,20.9,174.4,45.7,0,0,0,2.214.079.621,1184989
2019-01-30,1,30,Silt Loam,Clayey,Platy,2.466.038,5.303.845.353,155.369.951,1.552.616.558,1.239.353.358,5.706.705.147,4.002.049.483,0.236198553,425.128.878,1.363.491.907,1.700.909.323,8.841.158.709,0.0,19.3,216.3,0.0,0,0,0,2.702.367.981,1184989
2019-01-31,1,31,Loamy,Clayey,Massive,2.466.038,5.302.081.528,1.503.023.636,1.364.485.186,1.043.209.751,5.368.784.533,2.233.519.064,0.308117427,2.081.956.045,1.694.224.566,1.313.612.454,2.957.805.999,0.0,19.2,214.0,0.0,0,0,0,4.918.922.867,1184989
2019-02-01,2,32,Clay Loam,Clayey,Granular,2.466.038,6.950.387.895,1.563.139.097,1.368.871.878,2.041.258.815,6.252.341.434,4.046.457.412,0.131310684,4.116.313.965,1.189.204.507,2.962.377.271,1.623.743.773,0.0,21.0,213.6,8.7,0,0,0,2.787.505.201,1184989
2019-02-02,2,33,Clay Loam,Loamy,Blocky,2.466.038,5.258.350.863,161.108.323,1.573.443.027,1.317.205.796,5.452.008.618,4.070.930.195,0.21554426,3.002.014.262,1.213.329.727,2.570.555.404,8.540.966.452,0.0,21.7,215.0,7.4,0,0,0,4.652.403.193,1184989
2019-02-03,2,34,Silt Loam,Loamy,Granular,2.466.038,5.476.648.893,2.080.632.727,1.407.249.968,2.388.230.663,7.490.954.245,2.819.786.199,0.277709522,1.935.981.608,2.028.519.793,1.791.540.881,7.222.667.337,0.0,22.3,219.6,0.0,0,0,0,3.900.061.419,1184989
2019-02-04,2,35,Loamy,Loamy,Granular,2.466.038,551.969.014,2.363.007.008,1.395.794.701,2.674.669.069,604.891.451,4.205.773.047,0.30882135,2.979.749.026,1.633.357.234,2.269.453.281,1.973.041.558,0.0,22.1,223.0,0.0,0,0,0,4.885.082.739,1184989
2019-02-05,2,36,Clay Loam,Silty,Massive,2.466.038,6.809.317.449,1.977.578.726,1.296.316.061,1.605.241.362,5.968.352.967,2.070.068.609,0.110405874,1.616.457.445,1.883.558.983,139.482.581,0.589400481,0.0,21.3,225.0,16.2,0,0,0,3.521.120.123,1184989
2019-02-06,2,37,Loamy,Loamy,Massive,2.466.038,6.145.815.275,2.022.129.071,1.239.646.757,2.654.158.895,5.160.410.217,5.170.813.901,0.125609696,4.219.040.981,1.022.302.946,2.010.234.373,1.930.318.224,0.0,21.1,223.9,0.0,0,0,0,2.071.781.544,1184989
2019-02-07,2,38,Sandy Loam,Loamy,Platy,2.466.038,5.460.995.891,1.703.738.216,1.211.450.782,2.726.898.448,6.496.475.545,511.112.486,0.17416516,2.275.869.986,168.114.515,2.850.214.711,1.010.740.365,0.0,21.8,219.7,2.3,0,0,0,497.957.191,1184989
2019-02-08,2,39,Loamy,Silty,Granular,2.466.038,6.970.634.972,2.282.213.715,1.585.480.454,2.605.095.793,5.310.758.307,4.514.027.019,0.244065484,2.300.938.448,136.536.614,2.310.412.024,1.434.297.251,0.0,22.9,211.3,28.1,0,0,0,2.437.271.344,1184989
2019-02-09,2,40,Clay Loam,Silty,Blocky,2.466.038,5.416.035.895,2.046.932.702,1.290.831.016,2.548.778.788,5.654.353.663,210.540.126,0.257436225,2.831.157.118,1.888.491.759,2.764.479.481,8.842.047.061,0.1,22.0,175.8,65.4,0,0,0,4.182.440.393,1184989
2019-02-10,2,41,Clay Loam,Clayey,Platy,2.466.038,5.344.323.021,213.365.848,1.393.430.106,1.704.227.933,5.747.848.121,4.470.928.701,0.218027905,2.067.449.608,1.380.897.798,2.785.505.416,8.979.891.304,0.7,21.3,225.7,18.4,0,0,0,44.626.309,1184989
2019-02-11,2,42,Loamy,Silty,Blocky,2.466.038,6.826.627.045,1.874.419.707,1.266.875.764,2.644.134.046,524.528.998,3.188.668.987,0.115928048,4.279.253.548,1.086.680.079,1.324.103.312,3.906.686.083,0.0,21.0,232.8,4.2,0,0,0,4.543.822.255,1184989
2019-02-12,2,43,Clay Loam,Clayey,Platy,2.466.038,5.786.531.832,2.489.829.727,1.372.611.518,1.295.622.025,7.075.034.597,3.942.769.323,0.256634464,3.568.797.792,1.359.411.887,2.261.583.148,1.169.544.957,0.0,21.3,223.4,2.4,0,0,0,4.960.426.503,1184989
2019-02-13,2,44,Loamy,Clayey,Platy,2.466.038,6.500.839,1.584.125.312,1.271.322.951,1.874.750.216,5.276.322.526,3.383.608.254,0.11742346,3.536.534.479,1.026.290.162,1.296.281.636,0.85545518,0.0,22.6,227.6,0.0,0,0,0,4.930.381.108,1184989
2019-02-14,2,45,Clay Loam,Sandy,Massive,2.466.038,6.879.423.431,2.421.647.175,1.332.361.245,1.654.143.705,6.207.512.578,481.216.391,0.199625458,4.250.526.781,1.280.623.585,239.467.899,1.000.186.498,0.0,23.0,228.2,0.0,0,0,0,2.724.708.962,1184989
2019-02-15,2,46,Silt Loam,Loamy,Granular,2.466.038,5.941.489.715,1.798.196.233,1.363.293.065,1.628.645.061,5.722.656.449,1.681.858.355,0.288388881,1.896.517.806,2.070.567.613,1.752.971.929,4.624.146.833,0.0,23.9,226.1,9.1,0,0,0,220.743.211,1184989
2019-02-16,2,47,Silt Loam,Clayey,Blocky,2.466.038,6.949.909.512,1.735.809.617,153.227.578,2.341.165.893,5.591.361.414,223.891.492,0.193735985,2.280.795.006,2.283.679.928,2.633.069.824,1.091.171.267,0.1,22.7,108.8,37.9,0,0,0,3.065.764.346,1184989
2019-02-17,2,48,Silt Loam,Sandy,Blocky,2.466.038,6.751.810.617,1.757.882.289,1.445.420.887,1.132.698.956,5.558.239.632,3.444.205.727,0.124440695,3.499.667.489,2.185.835.458,11.245.522,4.462.481.971,4.8,20.5,169.7,39.9,0,0,0,4.245.118.628,1184989
2019-02-18,2,49,Sandy Loam,Loamy,Blocky,2.466.038,5.660.516.792,238.073.155,1.320.051.355,2.612.998.708,667.466.094,4.204.658.495,0.260688429,3.564.578.306,1.311.737.922,2.692.867.198,1.047.411.764,0.0,21.0,224.6,2.1,0,0,0,2.249.771.438,1184989
2019-02-19,2,50,Sandy Loam,Silty,Blocky,2.466.038,5.672.454.471,1.983.707.804,1.353.411.444,2.517.739.935,6.984.493.763,1.596.937.703,0.144813425,4.001.090.576,197.832.279,1.115.779.911,5.579.646.678,0.0,23.3,225.6,0.0,0,0,0,4.862.356.013,1184989
2019-02-20,2,51,Silt Loam,Clayey,Massive,2.466.038,6.684.162.762,1.818.427.053,1.562.403.671,2.763.487.996,6.022.283.396,4.972.918.963,0.375001999,3.682.899.634,1.185.516.763,202.755.394,7.257.510.534,0.0,24.1,208.3,30.0,0,0,0,4.902.236.563,1184989
2019-02-21,2,52,Sandy Loam,Sandy,Massive,2.466.038,5.231.916.802,2.141.389.534,1.564.211.431,1.580.087.962,5.796.320.758,2.416.897.423,0.191666466,1.624.677.064,1.258.811.282,2.560.798.556,9.276.417.287,0.0,23.9,218.2,2.3,1,0,1,4.770.661.483,1184989
2019-02-22,2,53,Silt Loam,Loamy,Platy,2.466.038,604.247.422,1.781.993.403,1.489.724.455,1.360.889.109,6.827.589.028,1.836.934.811,0.225824015,337.074.485,1.999.297.651,187.198.891,8.805.593.401,0.0,24.0,236.0,13.7,0,0,0,4.656.438.197,1184989
2019-02-23,2,54,Sandy Loam,Silty,Massive,2.466.038,5.015.590.524,231.901.625,1.518.215.584,2.896.845.421,5.672.910.578,4.633.181.389,0.282008128,3.855.854.873,1.666.222.122,1.221.330.608,1.570.986.248,0.0,26.1,227.4,19.1,1,0,1,4.009.501.025,1184989
2019-02-24,2,55,Silt Loam,Silty,Platy,2.466.038,5.657.911.689,1.525.644.527,1.535.051.482,2.149.393.743,7.176.151.847,2.245.312.187,0.276673924,4.105.738.398,1.689.890.479,1.233.966.465,1.594.874.037,0.0,25.3,242.0,10.9,0,0,0,4.269.705.719,1184989
2019-02-25,2,56,Sandy Loam,Loamy,Massive,2.466.038,6.646.397.315,2.188.917.135,1.363.835.235,2.442.974.161,573.469.384,1.806.514.067,0.399002831,411.540.343,1.496.059.145,22.054.424,1.802.888.936,0.5,22.0,152.7,66.3,0,0,0,4.705.809.896,1184989
2019-02-26,2,57,Loamy,Sandy,Massive,2.466.038,6.096.476.484,1.779.058.554,1.559.115.705,1.121.668.494,5.128.131.409,1.772.467.773,0.103180667,2.082.083.335,1.519.040.458,181.308.926,7.998.420.464,7.5,20.8,75.2,83.3,0,0,0,2.786.622.901,1184989
2019-02-27,2,58,Silt Loam,Loamy,Platy,2.466.038,5.978.766.346,1.887.324.348,1.398.766.044,2.315.341.764,6.175.856.565,4.012.618.174,0.219827947,2.234.876.267,1.671.486.486,2.480.847.828,128.768.267,4.1,20.3,171.9,85.8,0,0,0,4.907.441.081,1184989
2019-02-28,2,59,Loamy,Loamy,Massive,2.466.038,5.355.899.428,2.456.569.152,127.263.386,2.914.907.317,5.749.763.393,3.826.669.464,0.142085173,3.309.569.263,2.302.508.963,2.435.011.719,3.257.386.281,17.3,20.7,118.8,84.0,0,0,0,3.674.880.825,1184989
2019-03-01,3,60,Silt Loam,Silty,Platy,2.466.038,5.075.781.566,231.635.293,1.213.724.604,1.614.339.899,6.164.884.407,3.837.481.091,0.3810922,2.899.914.414,1.227.009.947,110.868.754,165.222.777,0.0,21.8,250.4,8.8,0,0,0,3.023.006.611,1184989
2019-03-02,3,61,Loamy,Loamy,Massive,2.466.038,5.677.654.662,2.190.492.351,1.276.869.951,2.497.291.249,5.730.066.119,41.511.167,0.389934905,2.579.164.156,1.794.359.006,1.344.295.401,1.095.369.001,0.0,21.4,263.9,0.0,0,0,0,4.602.163.356,1184989
2019-03-03,3,62,Clay Loam,Clayey,Granular,2.466.038,6.977.762.532,178.152.436,1.457.370.272,1.138.332.492,7.467.536.573,467.963.617,0.199875301,439.580.237,1.008.586.443,2.168.037.692,0.530455686,0.0,22.3,253.0,8.7,0,0,0,4.925.496.961,1184989
2019-03-04,3,63,Loamy,Sandy,Granular,2.466.038,5.512.944.327,2.027.037.138,1.407.880.177,2.022.686.207,7.436.340.156,3.334.084.516,0.285387234,214.416.023,2.059.774.567,194.933.649,138.569.641,0.9,22.0,137.7,63.8,0,0,0,2.862.036.308,1184989
2019-03-05,3,64,Loamy,Clayey,Granular,2.466.038,5.677.233.849,1.593.900.062,1.460.485.495,1.470.866.144,6.543.838.014,3.321.092.725,0.14063257,4.053.254.922,2.237.138.422,2.144.214.426,0.031566888,8.0,21.8,138.5,78.0,0,0,0,3.632.004.046,1184989
2019-03-06,3,65,Clay Loam,Sandy,Massive,2.466.038,641.676.932,208.974.751,1.477.219.563,2.340.946.207,7.266.400.293,3.507.536.335,0.364816125,3.316.181.259,2.253.590.827,1.714.098.642,8.553.107.701,0.2,23.7,132.2,63.8,0,0,0,361.864.547,1184989
2019-03-07,3,66,Sandy Loam,Sandy,Platy,2.466.038,6.772.017.631,2.112.573.296,1.594.672.719,1.556.152.872,5.782.339.915,5.449.648.525,0.22899818,3.586.192.576,2.038.955.006,1.302.523.423,9.770.350.152,0.2,24.5,200.9,49.9,0,0,0,3.462.729.807,1184989
2019-03-08,3,67,Sandy Loam,Clayey,Platy,2.466.038,5.479.714.464,2.437.191.001,1.455.078.647,1.275.799.566,6.969.732.233,5.011.293.041,0.256063638,3.821.617.429,1.442.581.099,1.006.322.772,5.479.861.955,0.0,24.5,262.0,20.2,0,0,0,381.243.726,1184989
2019-03-09,3,68,Silt Loam,Loamy,Blocky,2.466.038,6.078.292.898,2.264.454.379,1.539.097.508,287.543.348,6.912.631.329,4.902.028.192,0.143344681,2.913.440.904,1.128.177.973,1.715.313.362,1.374.992.793,0.0,23.5,266.2,0.0,0,0,0,4.240.047.102,1184989
2019-03-10,3,69,Clay Loam,Sandy,Massive,2.466.038,6.844.601.692,1.956.796.409,1.579.859.683,2.803.672.717,5.888.286.284,2.633.428.656,0.357194912,4.423.519.885,1.444.459.464,1.353.046.883,7.474.794.894,1.3,24.5,227.3,14.7,1,0,1,4.660.371.192,1184989
2019-03-11,3,70,Loamy,Clayey,Granular,2.466.038,6.192.250.341,1.511.854.834,1.553.825.777,1.995.972.835,6.803.679.326,1.726.811.393,0.263201609,2.941.252.861,2.285.407.858,2.251.320.802,6.483.754.702,1.3,26.1,211.4,53.7,1,0,1,2.373.223.293,1184989
2019-03-12,3,71,Silt Loam,Silty,Blocky,2.466.038,6.562.288.259,2.472.392.003,135.114.133,1.286.542.313,5.234.043.568,1.597.740.629,0.321211603,234.793.166,1.348.123.468,2.237.616.913,1.811.512.002,0.1,27.5,237.3,49.6,1,0,1,4.314.388.203,1184989
2019-03-13,3,72,Clay Loam,Silty,Granular,2.466.038,5.119.165.315,1.749.940.187,1.360.589.005,2.858.221.083,5.581.452.965,4.513.370.829,0.229805582,4.218.653.566,2.058.111.438,2.588.899.411,6.673.966.374,0.0,27.9,241.8,44.3,1,0,1,4.384.460.306,1184989
2019-03-14,3,73,Clay Loam,Clayey,Massive,2.466.038,6.273.978.232,1.940.442.687,132.532.594,2.637.837.217,5.524.754.407,5.956.119.028,0.26072948,2.949.033.406,1.596.942.235,2.832.709.739,1.099.666.012,0.0,28.0,246.3,36.1,1,0,1,3.165.989.566,1184989
2019-03-15,3,74,Clay Loam,Clayey,Granular,2.466.038,5.386.975.072,1.941.415.002,1.229.497.351,2.106.424.417,6.564.428.345,485.614.919,0.126076973,4.285.464.356,1.165.716.407,2.272.343.289,6.317.533.916,0.0,28.1,241.5,49.8,1,0,1,3.238.111.894,1184989
2019-03-16,3,75,Sandy Loam,Clayey,Massive,2.466.038,5.263.302.281,1.546.491.828,1.438.508.464,1.063.754.508,5.504.405.432,3.059.104.014,0.267052674,3.092.977.419,1.288.351.503,2.231.190.062,8.092.470.256,0.1,29.1,262.8,34.2,1,0,1,2.663.263.513,1184989
2019-03-17,3,76,Clay Loam,Sandy,Platy,2.466.038,519.524.039,2.419.946.282,1.212.890.623,2.220.980.398,5.708.893,1.802.790.284,0.213433309,2.179.586.849,2.189.763.598,1.643.449.207,1.512.531.049,0.0,28.3,247.0,23.4,1,0,1,4.938.241.082,1184989
2019-03-18,3,77,Silt Loam,Loamy,Massive,2.466.038,5.255.819.478,1.603.621.318,1.375.192.676,1.063.527.373,5.680.898.476,3.642.625.385,0.370716336,2.531.713.678,2.443.419.745,1.838.116.136,9.937.439.407,0.4,25.9,155.2,61.7,0,0,0,3.478.971.052,1184989
2019-03-19,3,78,Silt Loam,Clayey,Massive,2.466.038,6.586.410.088,175.562.553,1.261.689.601,161.714.314,7.358.373.725,4.383.977.183,0.286151679,4.446.250.027,1.803.789.053,2.649.988.843,8.704.852.787,0.5,25.5,227.8,51.3,1,0,1,4.897.927.913,1184989
2019-03-20,3,79,Loamy,Silty,Granular,2.466.038,5.115.792.873,2.302.087.535,1.406.759.192,2.879.152.888,7.369.999.335,3.563.020.365,0.182219283,2.130.185.019,2.004.362.428,2.171.049.156,1.634.342.672,1.2,26.8,237.2,26.2,1,0,1,2.037.570.865,1184989
2019-03-21,3,80,Sandy Loam,Silty,Blocky,2.466.038,5.191.066.064,1.920.497.643,1.427.619.165,2.975.550.064,707.911.649,5.148.287.934,0.144636277,2.587.354.618,1.807.028.067,2.882.793.789,729.640.386,0.0,28.0,262.9,22.9,1,0,1,4.455.680.968,1184989
2019-03-22,3,81,Silt Loam,Loamy,Granular,2.466.038,5.346.333.274,2.391.486.699,1.501.968.991,1.360.549.001,6.128.804.905,2.355.636.003,0.30628865,236.529.904,1.348.354.553,2.661.032.247,1.053.159.084,5.2,28.4,237.6,41.8,1,0,1,4.223.478.268,1184989
2019-03-23,3,82,Sandy Loam,Clayey,Blocky,2.466.038,5.030.094.175,2.168.201.711,1.235.635.908,108.098.042,6.225.164.918,549.306.645,0.328825659,3.647.996.793,2.275.633.658,1.527.309.263,0.792569395,0.0,28.3,263.9,16.7,1,0,1,4.172.707.486,1184989
2019-03-24,3,83,Loamy,Loamy,Platy,2.466.038,5.504.345.026,1.886.591.322,1.205.341.772,2.120.668.439,593.644.324,4.573.627.751,0.189352987,2.195.138.986,2.303.108.876,2.476.490.635,8.159.212.781,0.0,27.8,292.8,0.0,1,0,1,2.273.223.269,1184989
2019-03-25,3,84,Sandy Loam,Sandy,Massive,2.466.038,6.188.047.979,1.527.673.748,1.528.868.434,1.524.529.486,6.152.073.843,5.895.346.069,0.304203631,3.995.240.793,1.395.491.635,2.222.210.093,141.819,0.0,28.2,289.7,0.0,1,0,1,3.730.267.102,1184989
2019-03-26,3,85,Silt Loam,Silty,Platy,2.466.038,523.104.726,1.870.680.197,1.455.422.594,2.246.029.339,5.353.759.624,2.876.346.881,0.396520593,4.375.805.137,1.655.466.453,2.175.985.546,1.892.793.343,0.4,28.0,257.4,19.8,1,0,1,333.132.971,1184989
2019-03-27,3,86,Loamy,Clayey,Blocky,2.466.038,5.309.532.999,1.807.071.061,1.281.026.369,1.565.041.636,5.677.461.156,5.024.055.696,0.240400095,2.749.474.289,1.029.826.091,2.840.993.678,7.724.322.221,3.2,24.9,228.4,58.9,0,0,0,468.073.999,1184989
2019-03-28,3,87,Silt Loam,Clayey,Blocky,2.466.038,5.558.178.726,1.984.712.151,150.610.553,2.070.636.544,5.462.753.266,2.988.956.277,0.168883273,2.980.254.738,1.726.587.014,2.816.561.995,1.188.701.783,0.0,26.9,258.8,16.7,1,0,1,3.323.404.368,1184989
2019-03-29,3,88,Loamy,Silty,Platy,2.466.038,6.290.625.202,2.089.922.427,1.398.643.947,2.815.631.163,7.202.265.388,3.853.251.631,0.191032168,3.860.287.063,2.389.247.601,1.875.317.828,1.038.629.747,0.0,28.3,254.0,11.9,1,0,1,2.737.296.771,1184989
2019-03-30,3,89,Clay Loam,Sandy,Platy,2.466.038,6.924.101.151,1.506.562.851,1.452.332.653,2.658.189.034,672.493.291,2.792.384.679,0.11621343,2.824.506.116,1.152.380.195,2.057.989.355,3.736.414.955,3.5,29.1,231.5,56.1,1,0,1,4.018.656.021,1184989
2019-03-31,3,90,Silt Loam,Sandy,Massive,2.466.038,66.217.843,2.128.896.452,1.557.033.168,1.638.251.226,5.333.336.895,1.964.745.021,0.365625605,1.708.614.911,1.330.155.672,2.742.198.089,1.580.757.236,9.3,27.8,211.1,71.0,1,0,1,4.831.218.436,1184989
2019-04-01,4,91,Silt Loam,Clayey,Granular,2.466.038,6.336.835.479,1.721.683.507,1.302.539.829,2.652.723.092,6.076.023.784,2.053.052.927,0.201562008,3.131.092.487,2.145.423.868,2.060.869.769,7.028.076.549,32.9,24.9,186.0,61.8,0,0,0,4.741.042.403,1184989
2019-04-02,4,92,Silt Loam,Clayey,Blocky,2.466.038,5.858.322.756,1.619.832.264,1.234.119.127,1.420.993.647,5.814.106.545,314.788.822,0.335486676,3.066.587.244,1.229.685.997,2.305.390.378,7.510.125.756,11.7,25.5,138.5,75.6,1,0,1,3.211.231.787,1184989
2019-04-03,4,93,Sandy Loam,Loamy,Massive,2.466.038,6.801.585.421,1.962.669.989,1.272.380.963,1.797.630.435,5.037.357.235,1.567.482.943,0.341133134,2.757.685.599,21.689.368,2.638.139.575,1.115.053.735,3.3,24.9,171.7,50.9,1,0,1,3.662.059.627,1184989
2019-04-04,4,94,Clay Loam,Silty,Platy,2.466.038,6.269.699.569,2.236.932.157,1.428.894.446,2.625.160.101,6.848.568.784,571.423.889,0.349211893,2.368.475.864,1.891.629.529,1.559.400.963,1.772.641.312,5.9,27.6,154.0,50.7,1,0,1,491.838.608,1184989
2019-04-05,4,95,Sandy Loam,Loamy,Platy,2.466.038,5.232.493.589,2.405.686.339,1.263.918.713,222.092.494,610.052.454,3.861.455.492,0.175891093,2.232.984.453,1.995.640.279,2.672.157.137,1.426.373.999,2.9,27.5,133.7,63.8,0,0,0,3.393.955.756,1184989
2019-04-06,4,96,Clay Loam,Sandy,Granular,2.466.038,6.015.429.545,1.651.162.099,134.490.128,2.456.645.669,5.904.149.335,3.210.301.232,0.109808104,3.105.203.661,179.456.154,1.768.467.327,5.265.204.007,3.8,27.5,221.7,69.8,1,0,1,3.118.676.541,1184989
2019-04-07,4,97,Silt Loam,Clayey,Platy,2.466.038,6.006.693.005,1.748.103.384,1.411.944.747,1.015.918.884,5.455.377.754,573.403.514,0.372534396,19.695.672,1.940.770.904,2.251.205.642,1.310.997.585,20.3,25.4,219.4,65.3,0,0,0,3.962.314.008,1184989
2019-04-08,4,98,Loamy,Silty,Platy,2.466.038,6.075.898.178,1.930.655.438,1.323.576.579,1.491.227.613,6.220.723.167,4.801.696.623,0.207568527,188.902.905,1.707.573.923,1.101.482.549,5.074.628.341,18.1,25.4,198.2,61.8,1,0,1,2.680.109.893,1184989
2019-04-09,4,99,Sandy Loam,Sandy,Blocky,2.466.038,5.646.846.959,1.831.423.235,1.518.001.346,2.814.213.244,5.679.097.535,2.902.609.887,0.341363627,2.971.441.879,200.516.099,2.311.079.815,1.670.589.563,17.4,24.2,113.3,72.1,1,0,1,3.607.403.557,1184989
